k,ann_return,ann_vol,sharpe,max_drawdown,turnover_per_reb
base,0.08262276798152697,0.13369419135843028,0.6179981878196765,-0.17234723768206428,0.08326035246712274
0.0,0.08262276798152697,0.13369419135843028,0.6179981878196765,-0.17234723768206428,0.08326035246712274
0.05,0.08293456751051465,0.1336951387416915,0.6203259766291885,-0.17491402122002953,0.09899036209136547
0.1,0.08329271182531953,0.13369298538723406,0.6230148244806335,-0.17763002866341282,0.11722283460150378
0.2,0.08435011497862911,0.13374121734831992,0.6306964797467408,-0.18275414570901916,0.15789742427450526
0.3,0.08494881584196799,0.13384811712589828,0.6346657514955154,-0.18847063805906283,0.20467134042712237
0.5,0.08430568310017679,0.13425524510527306,0.6279507592725371,-0.20184705306067885,0.3165707721658164
