estimator,fund,ann_return,ann_vol,sharpe,max_drawdown,turnover_ann,ann_vol_2021,ann_return_2021,ann_vol_2022,ann_return_2022,ann_vol_2023,ann_return_2023
ewma_span_252 (locked),Combined Min-Variance,0.0675951526324674,0.12454506492886347,0.5427365000056469,-0.16090075877604004,2.6251415794512867,0.10231136657632058,0.1409442889240912,0.15860120205986172,0.02443772134281831,0.10490972251062376,0.03698928426531826
ewma_span_126,Combined Min-Variance,0.06455646665200479,0.12575969729128833,0.5133319182732858,-0.1725908449870086,4.961645157430265,0.10176311981504327,0.16669657113128394,0.16148602280678043,-0.006232890014107895,0.10524597166863849,0.032671755429668575
ewma_span_32 (RiskMetrics-style),Combined Min-Variance,0.07091197570494909,0.13689029233067024,0.5180204855845814,-0.16164379419333763,11.406398396912076,0.10905058105133603,0.20942842409423884,0.17626874951693813,-0.03658007446134994,0.11525128967335813,0.03920941409550927
static_full_window,Combined Min-Variance,0.06392273672458919,0.1278944099797719,0.49980868385646704,-0.17845657119815894,0.29684230205687523,0.10523399038560877,0.13464712093865172,0.1597934186147916,0.0025097930500949553,0.11209025249505186,0.05429115288600639
